user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
PLEP01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.27	0.97	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.27	0.97	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.69, 0.87; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.27, 0.92; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.4, 0.7; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.13, 0.61; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.96, 0.33	59.79	11	N/A	N/A
PLFZ01	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.8	0.96	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.8	0.96	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003135575.1, s__BOG-1369 sp003135575, 95.0, 76.77, 0.11	76.81	11	N/A	N/A
PLGO01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.93	0.96	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.93	0.96	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 97.33, 0.62; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.82, 0.87; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.24, 0.85; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.19, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.83, 0.3	93.62	11	N/A	N/A
PLGY01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	100.0	0.99	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	100.0	0.99	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.5, 0.65; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.02, 0.74; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.7, 0.82; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.29, 0.51; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.12, 0.33	93.06	11	N/A	N/A
PLHB01	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.53	0.95	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.53	0.95	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661405.1, s__Methanobacterium_A sp015661405, 95.0, 87.25, 0.85; GCA_003161815.1, s__Methanobacterium_A sp003161815, 95.0, 84.53, 0.6; GCA_002494495.1, s__Methanobacterium_A sp002494495, 95.0, 78.01, 0.14; GCA_011620845.1, s__Methanobacterium_A sp011620845, 95.0, 77.89, 0.11; GCA_002067565.1, s__Methanobacterium_A sp002067565, 95.0, 77.58, 0.16; GCA_017883605.1, s__Methanobacterium_A sp017883605, 95.0, 77.54, 0.19; GCA_002495625.1, s__Methanobacterium_A sp002495625, 95.0, 77.36, 0.14; GCA_002067325.1, s__Methanobacterium_A sp002067325, 95.0, 77.35, 0.11; GCA_018263005.1, s__Methanobacterium_A sp018263005, 95.0, 76.8, 0.16; GCA_002502855.1, s__Methanobacterium_A sp002502855, 95.0, 76.61, 0.12	94.44	11	N/A	N/A
PLHG01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.8	0.95	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.8	0.95	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.39, 0.62; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.05, 0.76; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.74, 0.82; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.35, 0.51; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.05, 0.32	96.18	11	N/A	N/A
PLIF01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.52	0.98	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	98.27	0.69	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 90.05, 0.91; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.67, 0.9; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.35, 0.65; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.71, 0.33	93.33	11	N/A	N/A
PLKI01	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.63	0.92	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.63	0.92	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 89.44, 0.71; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 88.78, 0.82; GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 81.53, 0.61; GCA_003162655.1, s__Methanobacterium_B sp003162655, 95.0, 81.36, 0.68; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.63, 0.5; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.49, 0.26; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.25, 0.26	77.83	11	N/A	N/A
PLKL01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.53	0.96	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.53	0.96	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.6, 0.61; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.14, 0.78; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.93, 0.77; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.37, 0.53; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.82, 0.33	98.37	11	N/A	N/A
PLLN01	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855	GCA_003141855.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855	99.89	0.98	GCA_003141855.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855	99.89	0.98	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003151735.1, s__PALSA-986 sp003151735, 95.0, 81.92, 0.6; GCA_903901015.1, s__PALSA-986 sp903901015, 95.0, 80.41, 0.56; GCA_003133625.1, s__PALSA-986 sp003133625, 95.0, 79.28, 0.43; GCA_003589585.1, s__PALSA-986 sp003589585, 95.0, 77.7, 0.3; GCA_003164295.1, s__PALSA-986 sp003164295, 95.0, 77.64, 0.28; GCA_003165195.1, s__PALSA-986 sp003165195, 95.0, 77.58, 0.22; GCA_011367965.1, s__PALSA-986 sp011367965, 95.0, 77.42, 0.25; GCA_011332615.1, s__PALSA-986 sp011332615, 95.0, 77.38, 0.26; GCA_012515445.1, s__PALSA-986 sp012515445, 95.0, 77.03, 0.16; GCA_012511995.1, s__PALSA-986 sp012511995, 95.0, 76.75, 0.07; GCA_009783705.1, s__PALSA-986 sp009783705, 95.0, 76.47, 0.11; GCA_012513715.1, s__PALSA-986 sp012513715, 95.0, 76.36, 0.11; GCA_009781675.1, s__PALSA-986 sp009781675, 95.0, 76.34, 0.11; GCA_009778385.1, s__PALSA-986 sp009778385, 95.0, 76.16, 0.07; GCA_009776805.1, s__PALSA-986 sp009776805, 95.0, 76.15, 0.05; GCA_009787175.1, s__PALSA-986 sp009787175, 95.0, 76.1, 0.05; GCA_009781395.1, s__PALSA-986 sp009781395, 95.0, 75.9, 0.07; GCA_009787585.1, s__PALSA-986 sp009787585, 95.0, 75.86, 0.06; GCA_009779045.1, s__PALSA-986 sp009779045, 95.0, 75.71, 0.08	81.98	11	N/A	N/A
PLLR01	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003141335	GCA_003141335.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003141335	100.0	0.99	GCA_003141335.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003141335	100.0	0.99	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 82.02, 0.57; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 81.2, 0.59; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 79.53, 0.44; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 79.11, 0.37; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.92, 0.36; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 78.62, 0.25; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 78.41, 0.25; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 78.22, 0.34; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 78.05, 0.28; GCF_000327485.1, s__Methanoregula formicica, 95.0, 78.04, 0.22; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 77.94, 0.19; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.93, 0.21; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.92, 0.17; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.9, 0.21; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 77.76, 0.23; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 77.75, 0.19; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 77.55, 0.19; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 77.51, 0.19; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 77.29, 0.2; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.19, 0.16	88.91	11	N/A	N/A
PLNA01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.63	0.95	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.63	0.95	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.39, 0.83; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.97, 0.87; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.19, 0.61; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.5, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.32, 0.32	81.7	11	N/A	N/A
PLNM01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	98.77	0.87	GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	98.77	0.87	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.99, 0.71; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 78.45, 0.36; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 77.95, 0.34; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 77.59, 0.28; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 77.24, 0.23	52.34	11	N/A	N/A
PLNS01	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855	GCA_003141855.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855	100.0	1.0	GCA_003141855.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855	100.0	1.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003151735.1, s__PALSA-986 sp003151735, 95.0, 82.19, 0.62; GCA_903901015.1, s__PALSA-986 sp903901015, 95.0, 80.6, 0.59; GCA_003133625.1, s__PALSA-986 sp003133625, 95.0, 79.5, 0.45; GCA_003164295.1, s__PALSA-986 sp003164295, 95.0, 77.76, 0.28; GCA_003589585.1, s__PALSA-986 sp003589585, 95.0, 77.74, 0.32; GCA_011332615.1, s__PALSA-986 sp011332615, 95.0, 77.62, 0.27; GCA_011367965.1, s__PALSA-986 sp011367965, 95.0, 77.55, 0.27; GCA_003165195.1, s__PALSA-986 sp003165195, 95.0, 77.55, 0.22; GCA_012511995.1, s__PALSA-986 sp012511995, 95.0, 77.25, 0.08; GCA_012515445.1, s__PALSA-986 sp012515445, 95.0, 77.06, 0.19; GCA_009776805.1, s__PALSA-986 sp009776805, 95.0, 76.92, 0.05; GCA_009787175.1, s__PALSA-986 sp009787175, 95.0, 76.88, 0.07; GCA_009783705.1, s__PALSA-986 sp009783705, 95.0, 76.87, 0.12; GCA_012513715.1, s__PALSA-986 sp012513715, 95.0, 76.53, 0.13; GCA_009787585.1, s__PALSA-986 sp009787585, 95.0, 76.43, 0.07; GCA_009781675.1, s__PALSA-986 sp009781675, 95.0, 76.42, 0.13; GCA_009778385.1, s__PALSA-986 sp009778385, 95.0, 76.37, 0.07; GCA_009781395.1, s__PALSA-986 sp009781395, 95.0, 76.28, 0.07; GCA_009779045.1, s__PALSA-986 sp009779045, 95.0, 76.15, 0.08	94.88	11	N/A	N/A
PLOJ01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.51	0.92	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.51	0.92	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.04, 0.82; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.83, 0.84; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.66, 0.6; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.27, 0.58; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.0, 0.32	77.58	11	N/A	N/A
PLPC01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.85	0.65	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.85	0.65	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 97.84, 0.92; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.32, 0.83; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.7, 0.82; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.35, 0.55; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.65, 0.28	89.33	11	N/A	N/A
PLPX01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	98.05	0.64	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	98.05	0.64	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 97.85, 0.92; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.26, 0.81; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.95, 0.82; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.27, 0.55; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.87, 0.3	95.74	11	N/A	N/A
PLPZ01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.43	0.96	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.66	0.63	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.83, 0.85; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.25, 0.85; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.49, 0.61; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.81, 0.32	92.95	11	N/A	N/A
PLQV01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.64	0.97	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	97.71	0.66	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 90.01, 0.9; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.47, 0.89; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.21, 0.65; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.79, 0.33	87.87	11	N/A	N/A
PLSP01	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003165195	GCA_003165195.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003165195	100.0	0.99	GCA_003165195.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003165195	100.0	0.99	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003164295.1, s__PALSA-986 sp003164295, 95.0, 78.93, 0.28; GCA_003151735.1, s__PALSA-986 sp003151735, 95.0, 77.88, 0.2; GCA_003141855.1, s__PALSA-986 sp003141855, 95.0, 77.53, 0.22; GCA_003133625.1, s__PALSA-986 sp003133625, 95.0, 77.21, 0.26; GCA_903901015.1, s__PALSA-986 sp903901015, 95.0, 77.17, 0.23; GCA_009783705.1, s__PALSA-986 sp009783705, 95.0, 76.99, 0.07; GCA_011332615.1, s__PALSA-986 sp011332615, 95.0, 76.98, 0.12; GCA_011367965.1, s__PALSA-986 sp011367965, 95.0, 76.69, 0.14; GCA_012511995.1, s__PALSA-986 sp012511995, 95.0, 76.67, 0.06; GCA_009787175.1, s__PALSA-986 sp009787175, 95.0, 76.58, 0.05; GCA_012515445.1, s__PALSA-986 sp012515445, 95.0, 76.57, 0.1; GCA_009778385.1, s__PALSA-986 sp009778385, 95.0, 76.5, 0.06; GCA_012513715.1, s__PALSA-986 sp012513715, 95.0, 76.47, 0.08; GCA_003589585.1, s__PALSA-986 sp003589585, 95.0, 76.44, 0.16; GCA_009779045.1, s__PALSA-986 sp009779045, 95.0, 76.2, 0.07; GCA_009776805.1, s__PALSA-986 sp009776805, 95.0, 76.17, 0.05; GCA_009787585.1, s__PALSA-986 sp009787585, 95.0, 75.99, 0.07; GCA_009781395.1, s__PALSA-986 sp009781395, 95.0, 75.97, 0.06; GCA_009781675.1, s__PALSA-986 sp009781675, 95.0, 75.96, 0.08	90.52	11	N/A	N/A
